430	Ʈ	D
431	Ư	D
432	ư	D
433	Ʊ	D
434	Ʋ	D
435	Ƴ	D
436	ƴ	D
437	Ƶ	D
438	ƶ	D
439	Ʒ	D
440	Ƹ	D
441	ƹ	D
442	ƺ	D
443	ƻ	D
444	Ƽ	D
445	ƽ	D
446	ƾ	D
447	ƿ	D
448	ǀ	D
449	ǁ	D
450	ǂ	D
451	ǃ	D
452	Ǆ	D
453	ǅ	D
454	ǆ	D
455	Ǉ	D
456	ǈ	D
457	ǉ	D
458	Ǌ	D
459	ǋ	D
460	ǌ	D
461	Ǎ	D
462	ǎ	D
463	Ǐ	D
464	ǐ	D
465	Ǒ	D
466	ǒ	D
467	Ǔ	D
468	ǔ	D
469	Ǖ	D
470	ǖ	D
471	Ǘ	D
472	ǘ	D
473	Ǚ	D
474	ǚ	D
475	Ǜ	D
476	ǜ	D
477	ǝ	D
478	Ǟ	D
479	ǟ	D
480	Ǡ	D
481	ǡ	D
482	Ǣ	D
483	ǣ	D
484	Ǥ	D
485	ǥ	D
486	Ǧ	D
487	ǧ	D
488	Ǩ	D
489	ǩ	D
490	Ǫ	D
491	ǫ	D
492	Ǭ	D
493	ǭ	D
494	Ǯ	D
495	ǯ	D
496	ǰ	D
497	Ǳ	D
498	ǲ	D
499	ǳ	D
500	Ǵ	D
501	ǵ	D
502	Ƕ	D
503	Ƿ	D
504	Ǹ	D
505	ǹ	D
506	Ǻ	D
507	ǻ	D
508	Ǽ	D
509	ǽ	D
510	Ǿ	D
511	ǿ	D
512	Ȁ	D
513	ȁ	D
514	Ȃ	D
515	ȃ	D
516	Ȅ	D
517	ȅ	D
518	Ȇ	D
519	ȇ	D
520	Ȉ	D
521	ȉ	D
522	Ȋ	D
523	ȋ	D
524	Ȍ	D
525	ȍ	D
526	Ȏ	D
527	ȏ	D
528	Ȑ	D
529	ȑ	D
530	Ȓ	D
531	ȓ	D
532	Ȕ	D
533	ȕ	D
534	Ȗ	D
535	ȗ	D
536	Ș	D
537	ș	D
538	Ț	D
539	ț	D
540	Ȝ	D
541	ȝ	D
542	Ȟ	D
543	ȟ	D
544	Ƞ	D
545	ȡ	D
546	Ȣ	D
547	ȣ	D
548	Ȥ	D
549	ȥ	D
550	Ȧ	D
551	ȧ	D
552	Ȩ	D
553	ȩ	D
554	Ȫ	D
555	ȫ	D
556	Ȭ	D
557	ȭ	D
558	Ȯ	D
559	ȯ	D
560	Ȱ	D
561	ȱ	D
562	Ȳ	D
563	ȳ	D
564	ȴ	D
565	ȵ	D
566	ȶ	D
567	ȷ	D
568	ȸ	D
569	ȹ	D
570	Ⱥ	D
571	Ȼ	D
572	ȼ	D
573	Ƚ	D
574	Ⱦ	D
575	ȿ	D
576	ɀ	D
577	Ɂ	D
578	ɂ	D
579	Ƀ	D
580	Ʉ	D
581	Ʌ	D
582	Ɇ	D
583	ɇ	D
584	Ɉ	D
585	ɉ	D
586	Ɋ	D
587	ɋ	D
588	Ɍ	D
589	ɍ	D
590	Ɏ	D
591	ɏ	D
592	ɐ	D
593	ɑ	D
594	ɒ	D
595	ɓ	D
596	ɔ	D
597	ɕ	D
598	ɖ	D
599	ɗ	D
600	ɘ	D
601	ə	D
602	ɚ	D
603	ɛ	D
604	ɜ	D
605	ɝ	D
606	ɞ	D
607	ɟ	D
608	ɠ	D
609	ɡ	D
610	ɢ	D
611	ɣ	D
612	ɤ	D
613	ɥ	D
614	ɦ	D
615	ɧ	D
616	ɨ	D
617	ɩ	D
618	ɪ	D
619	ɫ	D
620	ɬ	D
621	ɭ	D
622	ɮ	D
623	ɯ	D
624	ɰ	D
625	ɱ	D
626	ɲ	D
627	ɳ	D
628	ɴ	D
629	ɵ	D
630	ɶ	D
631	ɷ	D
632	ɸ	D
633	ɹ	D
634	ɺ	D
635	ɻ	D
636	ɼ	D
637	ɽ	D
638	ɾ	D
639	ɿ	D
640	ʀ	D
641	ʁ	D
642	ʂ	D
643	ʃ	D
644	ʄ	D
645	ʅ	D
646	ʆ	D
647	ʇ	D
648	ʈ	D
649	ʉ	D
650	ʊ	D
651	ʋ	D
652	ʌ	D
653	ʍ	D
654	ʎ	D
655	ʏ	D
656	ʐ	D
657	ʑ	D
658	ʒ	D
659	ʓ	D
660	ʔ	D
661	ʕ	D
662	ʖ	D
663	ʗ	D
664	ʘ	D
665	ʙ	D
666	ʚ	D
667	ʛ	D
668	ʜ	D
669	ʝ	D
670	ʞ	D
671	ʟ	D
672	ʠ	D
673	ʡ	D
674	ʢ	D
675	ʣ	D
676	ʤ	D
677	ʥ	D
678	ʦ	D
679	ʧ	D
680	ʨ	D
681	ʩ	D
682	ʪ	D
683	ʫ	D
684	ʬ	D
685	ʭ	D
686	ʮ	D
687	ʯ	D
688	ʰ	D
689	ʱ	D
690	ʲ	D
691	ʳ	D
692	ʴ	D
693	ʵ	D
694	ʶ	D
695	ʷ	D
696	ʸ	D
697	ʹ	D
698	ʺ	D
699	ʻ	D
700	ʼ	D
701	ʽ	D
702	ʾ	D
703	ʿ	D
704	ˀ	D
705	ˁ	D
706	˂	D
707	˃	D
708	˄	D
709	˅	D
710	ˆ	D
711	ˇ	D
712	ˈ	D
713	ˉ	D
714	ˊ	D
715	ˋ	D
716	ˌ	D
717	ˍ	D
718	ˎ	D
719	ˏ	D
720	ː	D
721	ˑ	D
722	˒	D
723	˓	D
724	˔	D
725	˕	D
726	˖	D
727	˗	D
728	˘	D
729	˙	D
730	˚	D
731	˛	D
732	˜	D
733	˝	D
734	˞	D
735	˟	D
736	ˠ	D
737	ˡ	D
738	ˢ	D
739	ˣ	D
740	ˤ	D
741	˥	D
742	˦	D
743	˧	D
744	˨	D
745	˩	D
748	ˬ	D
749	˭	D
750	ˮ	D
755	˳	D
759	˷	D
768	̀	D
769	́	D
770	̂	D
771	̃	D
772	̄	D
773	̅	D
774	̆	D
775	̇	D
776	̈	D
777	̉	D
778	̊	D
779	̋	D
780	̌	D
781	̍	D
782	̎	D
783	̏	D
784	̐	D
785	̑	D
786	̒	D
787	̓	D
788	̔	D
789	̕	D
790	̖	D
791	̗	D
792	̘	D
793	̙	D
794	̚	D
795	̛	D
796	̜	D
797	̝	D
798	̞	D
799	̟	D
800	̠	D
801	̡	D
802	̢	D
803	̣	D
804	̤	D
805	̥	D
806	̦	D
807	̧	D
808	̨	D
809	̩	D
810	̪	D
811	̫	D
812	̬	D
813	̭	D
814	̮	D
815	̯	D
816	̰	D
817	̱	D
818	̲	D
819	̳	D
820	̴	D
821	̵	D
822	̶	D
823	̷	D
824	̸	D
825	̹	D
826	̺	D
827	̻	D
828	̼	D
829	̽	D
830	̾	D
831	̿	D
832	̀	D
833	́	D
834	͂	D
835	̓	D
836	̈́	D
837	ͅ	D
838	͆	D
839	͇	D
840	͈	D
841	͉	D
842	͊	D
843	͋	D
844	͌	D
845	͍	D
846	͎	D
847	͏	D
849	͑	D
850	͒	D
851	͓	D
855	͗	D
856	͘	D
858	͚	D
860	͜	D
861	͝	D
862	͞	D
863	͟	D
864	͠	D
865	͡	D
866	͢	D
880	Ͱ	D
881	ͱ	D
882	Ͳ	D
883	ͳ	D
884	ʹ	D
885	͵	D
886	Ͷ	D
887	ͷ	D
890	ͺ	D
891	ͻ	D
892	ͼ	D
893	ͽ	D
894	;	D
895	Ϳ	D
900	΄	D
901	΅	D
902	Ά	D
903	·	D
904	Έ	D
905	Ή	D
906	Ί	D
908	Ό	D
910	Ύ	D
911	Ώ	D
912	ΐ	D
913	Α	D
914	Β	D
915	Γ	D
916	Δ	D
917	Ε	D
918	Ζ	D
919	Η	D
920	Θ	D
921	Ι	D
922	Κ	D
923	Λ	D
924	Μ	D
925	Ν	D
926	Ξ	D
927	Ο	D
928	Π	D
929	Ρ	D
931	Σ	D
932	Τ	D
933	Υ	D
934	Φ	D
935	Χ	D
936	Ψ	D
937	Ω	D
938	Ϊ	D
939	Ϋ	D
940	ά	D
941	έ	D
942	ή	D
943	ί	D
944	ΰ	D
945	α	D
946	β	D
947	γ	D
948	δ	D
949	ε	D
950	ζ	D
951	η	D
952	θ	D
953	ι	D
954	κ	D
955	λ	D
956	μ	D
957	ν	D
958	ξ	D
959	ο	D
960	π	D
961	ρ	D
962	ς	D
963	σ	D
964	τ	D
965	υ	D
966	φ	D
967	χ	D
968	ψ	D
969	ω	D
970	ϊ	D
971	ϋ	D
972	ό	D
973	ύ	D
974	ώ	D
975	Ϗ	D
976	ϐ	D
977	ϑ	D
978	ϒ	D
979	ϓ	D
980	ϔ	D
981	ϕ	D
982	ϖ	D
983	ϗ	D
984	Ϙ	D
985	ϙ	D
986	Ϛ	D
987	ϛ	D
988	Ϝ	D
989	ϝ	D
990	Ϟ	D
991	ϟ	D
992	Ϡ	D
993	ϡ	D
994	Ϣ	D
995	ϣ	D
996	Ϥ	D
997	ϥ	D
998	Ϧ	D
999	ϧ	D
1000	Ϩ	D
1001	ϩ	D
1002	Ϫ	D
1003	ϫ	D
1004	Ϭ	D
1005	ϭ	D
1006	Ϯ	D
1007	ϯ	D
1008	ϰ	D
1009	ϱ	D
1010	ϲ	D
1011	ϳ	D
1012	ϴ	D
1013	ϵ	D
1014	϶	D
1015	Ϸ	D
1016	ϸ	D
1017	Ϲ	D
1018	Ϻ	D
1019	ϻ	D
1020	ϼ	D
1021	Ͻ	D
1022	Ͼ	D
1023	Ͽ	D
1024	Ѐ	D
1025	Ё	D
1026	Ђ	D
1027	Ѓ	D
1028	Є	D
1029	Ѕ	D
1030	І	D
1031	Ї	D
1032	Ј	D
1033	Љ	D
1034	Њ	D
1035	Ћ	D
1036	Ќ	D
1037	Ѝ	D
1038	Ў	D
1039	Џ	D
1040	А	D
1041	Б	D
1042	В	D
1043	Г	D
1044	Д	D
1045	Е	D
1046	Ж	D
1047	З	D
1048	И	D
1049	Й	D
1050	К	D
1051	Л	D
1052	М	D
1053	Н	D
1054	О	D
1055	П	D
1056	Р	D
1057	С	D
1058	Т	D
1059	У	D
1060	Ф	D
1061	Х	D
1062	Ц	D
1063	Ч	D
1064	Ш	D
1065	Щ	D
1066	Ъ	D
1067	Ы	D
1068	Ь	D
1069	Э	D
1070	Ю	D
1071	Я	D
1072	а	D
1073	б	D
1074	в	D
1075	г	D
1076	д	D
1077	е	D
1078	ж	D
1079	з	D
1080	и	D
1081	й	D
1082	к	D
1083	л	D
1084	м	D
1085	н	D
1086	о	D
1087	п	D
1088	р	D
1089	с	D
1090	т	D
1091	у	D
1092	ф	D
1093	х	D
1094	ц	D
1095	ч	D
1096	ш	D
1097	щ	D
1098	ъ	D
1099	ы	D
1100	ь	D
1101	э	D
1102	ю	D
1103	я	D
1104	ѐ	D
1105	ё	D
1106	ђ	D
1107	ѓ	D
1108	є	D
1109	ѕ	D
1110	і	D
1111	ї	D
1112	ј	D
1113	љ	D
1114	њ	D
1115	ћ	D
1116	ќ	D
1117	ѝ	D
1118	ў	D
1119	џ	D
1120	Ѡ	D
1121	ѡ	D
1122	Ѣ	D
1123	ѣ	D
1124	Ѥ	D
1125	ѥ	D
1126	Ѧ	D
1127	ѧ	D
1128	Ѩ	D
1129	ѩ	D
1130	Ѫ	D
1131	ѫ	D
1132	Ѭ	D
1133	ѭ	D
1134	Ѯ	D
1135	ѯ	D
1136	Ѱ	D
1137	ѱ	D
1138	Ѳ	D
1139	ѳ	D
1140	Ѵ	D
1141	ѵ	D
1142	Ѷ	D
1143	ѷ	D
1144	Ѹ	D
1145	ѹ	D
1146	Ѻ	D
1147	ѻ	D
1148	Ѽ	D
1149	ѽ	D
1150	Ѿ	D
1151	ѿ	D
1152	Ҁ	D
1153	ҁ	D
1154	҂	D
1155	҃	D
1156	҄	D
1157	҅	D
1158	҆	D
1159	҇	D
1160	҈	D
1161	҉	D
1162	Ҋ	D
1163	ҋ	D
1164	Ҍ	D
1165	ҍ	D
1166	Ҏ	D
1167	ҏ	D
1168	Ґ	D
1169	ґ	D
1170	Ғ	D
1171	ғ	D
1172	Ҕ	D
1173	ҕ	D
1174	Җ	D
1175	җ	D
1176	Ҙ	D
1177	ҙ	D
1178	Қ	D
1179	қ	D
1180	Ҝ	D
1181	ҝ	D
1182	Ҟ	D
1183	ҟ	D
1184	Ҡ	D
1185	ҡ	D
1186	Ң	D
1187	ң	D
1188	Ҥ	D
1189	ҥ	D
1190	Ҧ	D
1191	ҧ	D
1192	Ҩ	D
1193	ҩ	D
1194	Ҫ	D
1195	ҫ	D
1196	Ҭ	D
1197	ҭ	D
1198	Ү	D
1199	ү	D
1200	Ұ	D
1201	ұ	D
1202	Ҳ	D
1203	ҳ	D
1204	Ҵ	D
1205	ҵ	D
1206	Ҷ	D
1207	ҷ	D
1208	Ҹ	D
1209	ҹ	D
1210	Һ	D
1211	һ	D
1212	Ҽ	D
1213	ҽ	D
1214	Ҿ	D
1215	ҿ	D
1216	Ӏ	D
1217	Ӂ	D
1218	ӂ	D
1219	Ӄ	D
1220	ӄ	D
1221	Ӆ	D
1222	ӆ	D
1223	Ӈ	D
1224	ӈ	D
1225	Ӊ	D
1226	ӊ	D
1227	Ӌ	D
1228	ӌ	D
1229	Ӎ	D
1230	ӎ	D
1231	ӏ	D
1232	Ӑ	D
1233	ӑ	D
1234	Ӓ	D
1235	ӓ	D
1236	Ӕ	D
1237	ӕ	D
1238	Ӗ	D
1239	ӗ	D
1240	Ә	D
1241	ә	D
1242	Ӛ	D
1243	ӛ	D
1244	Ӝ	D
1245	ӝ	D
1246	Ӟ	D
1247	ӟ	D
1248	Ӡ	D
1249	ӡ	D
1250	Ӣ	D
1251	ӣ	D
1252	Ӥ	D
1253	ӥ	D
1254	Ӧ	D
1255	ӧ	D
1256	Ө	D
1257	ө	D
1258	Ӫ	D
1259	ӫ	D
1260	Ӭ	D
1261	ӭ	D
1262	Ӯ	D
1263	ӯ	D
1264	Ӱ	D
1265	ӱ	D
1266	Ӳ	D
1267	ӳ	D
1268	Ӵ	D
1269	ӵ	D
1270	Ӷ	D
1271	ӷ	D
1272	Ӹ	D
1273	ӹ	D
1274	Ӻ	D
1275	ӻ	D
1276	Ӽ	D
1277	ӽ	D
1278	Ӿ	D
1279	ӿ	D
1280	Ԁ	D
1281	ԁ	D
1282	Ԃ	D
1283	ԃ	D
1284	Ԅ	D
1285	ԅ	D
1286	Ԇ	D
1287	ԇ	D
1288	Ԉ	D
1289	ԉ	D
1290	Ԋ	D
1291	ԋ	D
1292	Ԍ	D
1293	ԍ	D
1294	Ԏ	D
1295	ԏ	D
1296	Ԑ	D
1297	ԑ	D
1298	Ԓ	D
1299	ԓ	D
1300	Ԕ	D
1301	ԕ	D
1302	Ԗ	D
1303	ԗ	D
1304	Ԙ	D
1305	ԙ	D
1306	Ԛ	D
1307	ԛ	D
1308	Ԝ	D
1309	ԝ	D
1310	Ԟ	D
1311	ԟ	D
1312	Ԡ	D
1313	ԡ	D
1314	Ԣ	D
1315	ԣ	D
1316	Ԥ	D
1317	ԥ	D
1329	Ա	D
1330	Բ	D
1331	Գ	D
1332	Դ	D
1333	Ե	D
1334	Զ	D
1335	Է	D
1336	Ը	D
1337	Թ	D
1338	Ժ	D
1339	Ի	D
1340	Լ	D
1341	Խ	D
1342	Ծ	D
1343	Կ	D
1344	Հ	D
1345	Ձ	D
1346	Ղ	D
1347	Ճ	D
1348	Մ	D
1349	Յ	D
1350	Ն	D
1351	Շ	D
1352	Ո	D
1353	Չ	D
1354	Պ	D
1355	Ջ	D
1356	Ռ	D
1357	Ս	D
1358	Վ	D
1359	Տ	D
1360	Ր	D
1361	Ց	D
1362	Ւ	D
1363	Փ	D
1364	Ք	D
1365	Օ	D
1366	Ֆ	D
1369	ՙ	D
1370	՚	D
1371	՛	D
1372	՜	D
1373	՝	D
1374	՞	D
1375	՟	D
1377	ա	D
1378	բ	D
1379	գ	D
1380	դ	D
1381	ե	D
1382	զ	D
1383	է	D
1384	ը	D
1385	թ	D
1386	ժ	D
1387	ի	D
1388	լ	D
1389	խ	D
1390	ծ	D
1391	կ	D
1392	հ	D
1393	ձ	D
1394	ղ	D
1395	ճ	D
1396	մ	D
1397	յ	D
1398	ն	D
1399	շ	D
1400	ո	D
1401	չ	D
1402	պ	D
1403	ջ	D
1404	ռ	D
1405	ս	D
1406	վ	D
1407	տ	D
1408	ր	D
1409	ց	D
1410	ւ	D
1411	փ	D
1412	ք	D
1413	օ	D
1414	ֆ	D
1415	և	D
1417	։	D
1418	֊	D
1456	ְ	D
1457	ֱ	D
1458	ֲ	D
1459	ֳ	D
1460	ִ	D
1461	ֵ	D
1462	ֶ	D
1463	ַ	D
1464	ָ	D
1465	ֹ	D
1466	ֺ	D
1467	ֻ	D
1468	ּ	D
1469	ֽ	D
1470	־	D
1471	ֿ	D
1472	׀	D
1473	ׁ	D
1474	ׂ	D
1475	׃	D
1478	׆	D
1479	ׇ	D
1488	א	D
1489	ב	D
1490	ג	D
1491	ד	D
1492	ה	D
1493	ו	D
1494	ז	D
1495	ח	D
1496	ט	D
1497	י	D
1498	ך	D
1499	כ	D
1500	ל	D
1501	ם	D
1502	מ	D
1503	ן	D
1504	נ	D
1505	ס	D
1506	ע	D
1507	ף	D
1508	פ	D
1509	ץ	D
1510	צ	D
1511	ק	D
1512	ר	D
1513	ש	D
1514	ת	D
1520	װ	D
1521	ױ	D
1522	ײ	D
1523	׳	D
1524	״	D
1542	؆	D
1543	؇	D
1545	؉	D
1546	؊	D
1548	،	D
1557	ؕ	D
1563	؛	D
1567	؟	D
1569	ء	D
1570	آ	D
1571	أ	D
1572	ؤ	D
1573	إ	D
1574	ئ	D
1575	ا	D
1576	ب	D
1577	ة	D
1578	ت	D
1579	ث	D
1580	ج	D
1581	ح	D
1582	خ	D
1583	د	D
1584	ذ	D
1585	ر	D
1586	ز	D
1587	س	D
1588	ش	D
1589	ص	D
1590	ض	D
1591	ط	D
1592	ظ	D
1593	ع	D
1594	غ	D
1600	ـ	D
1601	ف	D
1602	ق	D
1603	ك	D
1604	ل	D
1605	م	D
1606	ن	D
1607	ه	D
1608	و	D
1609	ى	D
1610	ي	D
1611	ً	D
1612	ٌ	D
1613	ٍ	D
1614	َ	D
1615	ُ	D
1616	ِ	D
1617	ّ	D
1618	ْ	D
1619	ٓ	D
1620	ٔ	D
1621	ٕ	D
1623	ٗ	D
1626	ٚ	D
1632	٠	D
1633	١	D
1634	٢	D
1635	٣	D
1636	٤	D
1637	٥	D
1638	٦	D
1639	٧	D
1640	٨	D
1641	٩	D
1642	٪	D
1643	٫	D
1644	٬	D
1645	٭	D
1646	ٮ	D
1647	ٯ	D
1648	ٰ	D
1652	ٴ	D
1657	ٹ	D
1658	ٺ	D
1659	ٻ	D
1660	ټ	D
1661	ٽ	D
1662	پ	D
1663	ٿ	D
1664	ڀ	D
1665	ځ	D
1666	ڂ	D
1667	ڃ	D
1668	ڄ	D
1669	څ	D
1670	چ	D
1671	ڇ	D
1672	ڈ	D
1673	ډ	D
1674	ڊ	D
1675	ڋ	D
1676	ڌ	D
1677	ڍ	D
1678	ڎ	D
1679	ڏ	D
1680	ڐ	D
1681	ڑ	D
1682	ڒ	D
1683	ړ	D
1684	ڔ	D
1685	ڕ	D
1686	ږ	D
1687	ڗ	D
1688	ژ	D
1689	ڙ	D
1690	ښ	D
1691	ڛ	D
1692	ڜ	D
1693	ڝ	D
1694	ڞ	D
1695	ڟ	D
1696	ڠ	D
1697	ڡ	D
1698	ڢ	D
1699	ڣ	D
1700	ڤ	D
1701	ڥ	D
1702	ڦ	D
1703	ڧ	D
1704	ڨ	D
1705	ک	D
1706	ڪ	D
1707	ګ	D
1708	ڬ	D
1709	ڭ	D
1710	ڮ	D
1711	گ	D
1712	ڰ	D
1713	ڱ	D
1714	ڲ	D
1715	ڳ	D
1716	ڴ	D
1717	ڵ	D
1718	ڶ	D
1719	ڷ	D
1720	ڸ	D
1721	ڹ	D
1722	ں	D
1723	ڻ	D
1724	ڼ	D
1725	ڽ	D
1726	ھ	D
1727	ڿ	D
1734	ۆ	D
1735	ۇ	D
1736	ۈ	D
1739	ۋ	D
1740	ی	D
1742	ێ	D
1744	ې	D
1749	ە	D
1776	۰	D
1777	۱	D
1778	۲	D
1779	۳	D
1780	۴	D
1781	۵	D
1782	۶	D
1783	۷	D
1784	۸	D
1785	۹	D
1984	߀	D
1985	߁	D
1986	߂	D
1987	߃	D
1988	߄	D
1989	߅	D
1990	߆	D
1991	߇	D
1992	߈	D
1993	߉	D
1994	ߊ	D
1995	ߋ	D
1996	ߌ	D
1997	ߍ	D
1998	ߎ	D
1999	ߏ	D
2000	ߐ	D
2001	ߑ	D
2002	ߒ	D
2003	ߓ	D
2004	ߔ	D
2005	ߕ	D
2006	ߖ	D
2007	ߗ	D
2008	ߘ	D
2009	ߙ	D
2010	ߚ	D
2011	ߛ	D
2012	ߜ	D
2013	ߝ	D
2014	ߞ	D
2015	ߟ	D
2016	ߠ	D
2017	ߡ	D
2018	ߢ	D
2019	ߣ	D
2020	ߤ	D
2021	ߥ	D
2022	ߦ	D
2023	ߧ	D
2027	߫	D
2028	߬	D
2029	߭	D
2030	߮	D
2031	߯	D
2032	߰	D
2033	߱	D
2034	߲	D
2035	߳	D
2036	ߴ	D
2037	ߵ	D
2040	߸	D
2041	߹	D
2042	ߺ	D
3647	฿	D
3713	ກ	D
3714	ຂ	D
3716	ຄ	D
3719	ງ	D
3720	ຈ	D
3722	ຊ	D
3725	ຍ	D
3732	ດ	D
3733	ຕ	D
3734	ຖ	D
3735	ທ	D
3737	ນ	D
3738	ບ	D
3739	ປ	D
3740	ຜ	D
3741	ຝ	D
3742	ພ	D
3743	ຟ	D
3745	ມ	D
3746	ຢ	D
3747	ຣ	D
3749	ລ	D
3751	ວ	D
3754	ສ	D
3755	ຫ	D
3757	ອ	D
3758	ຮ	D
3759	ຯ	D
3760	ະ	D
3761	ັ	D
3762	າ	D
3763	ຳ	D
3764	ິ	D
3765	ີ	D
3766	ຶ	D
3767	ື	D
3768	ຸ	D
3769	ູ	D
3771	ົ	D
3772	ຼ	D
3773	ຽ	D
3776	ເ	D
3777	ແ	D
3778	ໂ	D
3779	ໃ	D
3780	ໄ	D
3782	ໆ	D
3784	່	D
3785	້	D
3786	໊	D
3787	໋	D
3788	໌	D
3789	ໍ	D
3792	໐	D
3793	໑	D
3794	໒	D
3795	໓	D
3796	໔	D
3797	໕	D
3798	໖	D
3799	໗	D
3800	໘	D
